query,topIntent,conversationName,description,answer,enabled
What are the actions available for the hard token?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.action.avail.hard.token,FAQ: What are the actions available for the hard token?,," You can activate, refresh or deactivate the hard token.",TRUE
 ما هي الخدمات المتاحة لجهاز رموز الأمان؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.action.avail.hard.token,FAQ: What are the actions available for the hard token?,," You can activate, refresh or deactivate the hard token.",TRUE
Can the hard token service be used via Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.hard.token.us,FAQ: Can the hard token service be used via Al Ahly Net/NBE Mobile?,," Yes, you can use the service via Al Ahly Net/NBE Mobile.",TRUE
 هل يمكن استخدام خدمات جهاز رموز الأمان من خلال الأهلي نت/ الأهلي موبايل؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.hard.token.us,FAQ: Can the hard token service be used via Al Ahly Net/NBE Mobile?,," Yes, you can use the service via Al Ahly Net/NBE Mobile.",TRUE
Can a cheque book be issued?,ANS.FAQs.al.ahly.payroll.current.acc.program.chequ.book.issu,FAQ: Can a cheque book be issued?,,"Yes, a cheque book can be issued.",TRUE
هل يتم استخراج دفتر شيكات,ANS.FAQs.al.ahly.payroll.current.acc.program.chequ.book.issu,FAQ: Can a cheque book be issued?,,"Yes, a cheque book can be issued.",TRUE
How is the account operated?,ANS.FAQs.al.ahly.payroll.current.acc.program.acc.oper,FAQ: How is the account operated?,,The account is personally managed by the employee independent of the employer.,TRUE
كيفية التعامل على الحساب,ANS.FAQs.al.ahly.payroll.current.acc.program.acc.oper,FAQ: How is the account operated?,,The account is personally managed by the employee independent of the employer.,TRUE
Advantages of Al Ahly Payroll Current Account Program,ANS.FAQs.al.ahly.payroll.current.acc.program.advantag.acc,FAQ: Advantages of Al Ahly Payroll Current Account Program,,"1- Receive and make transfers
2- Issue debit card 
3- Internet banking services
4- Enjoy a full package of banking products and services offered by NBE:
(Personal loans - auto loans - credit cards - certificates & deposits - etc.)",TRUE
مميزات الأهلي للمرتبات على الحسابات,ANS.FAQs.al.ahly.payroll.current.acc.program.advantag.acc,FAQ: Advantages of Al Ahly Payroll Current Account Program,,"1- Receive and make transfers
2- Issue debit card 
3- Internet banking services
4- Enjoy a full package of banking products and services offered by NBE:
(Personal loans - auto loans - credit cards - certificates & deposits - etc.)",TRUE
Other services which are free of charge,ANS.FAQs.al.ahly.payroll.current.acc.program.free.charg,FAQ: Other services which are free of charge,,"Al Ahly Net (free of charge):
Check accounts, open certificates, obtain all types of savings products and loans, make credit card payments. (Subscription application submitted at the branch).
Al Ahly Phone (free of charge):
Check accounts 24/7 through the call center at 19623.",TRUE
الخدمات أخرى مجانية,ANS.FAQs.al.ahly.payroll.current.acc.program.free.charg,FAQ: Other services which are free of charge,,"Al Ahly Net (free of charge):
Check accounts, open certificates, obtain all types of savings products and loans, make credit card payments. (Subscription application submitted at the branch).
Al Ahly Phone (free of charge):
Check accounts 24/7 through the call center at 19623.",TRUE
Can a cheque book be issued?,ANS.FAQs.al.ahly.payroll.card.program.chequ.book.issu,FAQ: Can a cheque book be issued?,,Cheque books are not available.,TRUE
هل يتم استخراج دفتر شيكات,ANS.FAQs.al.ahly.payroll.card.program.chequ.book.issu,FAQ: Can a cheque book be issued?,,Cheque books are not available.,TRUE
How can the card be used?,ANS.FAQs.al.ahly.payroll.card.program.us,FAQ: How can the card be used?,,The card can be used for cash withdrawal and purchases inside Egypt.,TRUE
كيفية استخدام البطاقة,ANS.FAQs.al.ahly.payroll.card.program.us,FAQ: How can the card be used?,,The card can be used for cash withdrawal and purchases inside Egypt.,TRUE
Advantages of Al Ahly Payroll Card Program,ANS.FAQs.al.ahly.payroll.card.program.advantag,FAQ: Advantages of Al Ahly Payroll Card Program,,"1- Withdraw salary anywhere and anytime through NBE's ATM network
2- Use Fawry distinguished services through NBE's ATMs (such as mobile top-up, payment of landline and mobile phone bills, electricity bills, DSL internet subscription, booking airline tickets, etc.
3- Internet banking services
4- Enjoy a full package of banking products and services offered by NBE:
(Personal loans - auto loans - credit cards - certificates & deposits - etc.)",TRUE
مميزات الأهلي للمرتبات على البطاقات,ANS.FAQs.al.ahly.payroll.card.program.advantag,FAQ: Advantages of Al Ahly Payroll Card Program,,"1- Withdraw salary anywhere and anytime through NBE's ATM network
2- Use Fawry distinguished services through NBE's ATMs (such as mobile top-up, payment of landline and mobile phone bills, electricity bills, DSL internet subscription, booking airline tickets, etc.
3- Internet banking services
4- Enjoy a full package of banking products and services offered by NBE:
(Personal loans - auto loans - credit cards - certificates & deposits - etc.)",TRUE
Other services which are free of charge,ANS.FAQs.al.ahly.payroll.card.program.free.charg,FAQ: Other services which are free of charge,,"Al Ahly Net (free of charge):
Check accounts, open certificates, obtain all types of savings products and loans, make credit card payments. (Subscription application submitted at the branch).
Al Ahly Phone (free of charge):
Check accounts 24/7 through the call center at 19623.",TRUE
الخدمات أخرى مجانية,ANS.FAQs.al.ahly.payroll.card.program.free.charg,FAQ: Other services which are free of charge,,"Al Ahly Net (free of charge):
Check accounts, open certificates, obtain all types of savings products and loans, make credit card payments. (Subscription application submitted at the branch).
Al Ahly Phone (free of charge):
Check accounts 24/7 through the call center at 19623.",TRUE
Advantages of Salary advance,ANS.FAQs.salary.advance.advantag,FAQ: Advantages of Salary advance,,"1- Withdraw up to 80% of your next salary in advance
2- Utilized amount is automatically repaid upon receiving the salary
3- Minimum income is EGP 700
4- Maximum credit limit is EGP 20,000
5- Minimum credit limit is EGP 350
6- No over limit fee
7- The total balance of the card can be used for cash withdrawals and/or purchases",TRUE
مميزات ,ANS.FAQs.salary.advance.advantag,FAQ: Advantages of Salary advance,,"1- Withdraw up to 80% of your next salary in advance
2- Utilized amount is automatically repaid upon receiving the salary
3- Minimum income is EGP 700
4- Maximum credit limit is EGP 20,000
5- Minimum credit limit is EGP 350
6- No over limit fee
7- The total balance of the card can be used for cash withdrawals and/or purchases",TRUE
Fees,ANS.FAQs.salary.advance.fee,FAQ: Fees,,"1- A monthly interest rate of 2.05% on the utilized amount only, based on the number of days 
2- No administrative fees
3- No subscription fees ",TRUE
مصاريف الاشتراك,ANS.FAQs.salary.advance.fee,FAQ: Fees,,"1- A monthly interest rate of 2.05% on the utilized amount only, based on the number of days 
2- No administrative fees
3- No subscription fees ",TRUE
What are the credit cards offered by NBE?,ANS.FAQs.credit.cards.ret.offer,FAQ: What are the credit cards offered by NBE?,,"Visa Signature
Visa Infinite
Visa Platinum
Visa Gold
Visa Classic
MasterCard Platinum
MasterCard Titanium
MasterCard Egyptair
MasterCard Manchester United
MasterCard Standard
MasterCard World
MasterCard World Elite",TRUE
ما هي البطاقات الائتمانية المتاحة لدى البنك الأهلي المصري ؟,ANS.FAQs.credit.cards.ret.offer,FAQ: What are the credit cards offered by NBE?,,"Visa Signature
Visa Infinite
Visa Platinum
Visa Gold
Visa Classic
MasterCard Platinum
MasterCard Titanium
MasterCard Egyptair
MasterCard Manchester United
MasterCard Standard
MasterCard World
MasterCard World Elite",TRUE
What are the reasons for not getting a credit card?,ANS.FAQs.credit.cards.ret.reason.not.get.card,FAQ: What are the reasons for not getting a credit card?,,"The applicant is under 21 years (for primary cardholders) or 18 years (for supplementary cardholders).
Incomplete information/documents.
Debt burden ratio exceeds the permitted ratio of the applicant's net income.
The applicant is on the CBE's Negative List or is not eligible for NBE credit cards for other credit reasons.
Reasons stated by the Credit Card Assessment Department.",TRUE
ما هي المعوقات التي تتسبب في عدم الحصول على البطاقة الائتمانية ؟,ANS.FAQs.credit.cards.ret.reason.not.get.card,FAQ: What are the reasons for not getting a credit card?,,"The applicant is under 21 years (for primary cardholders) or 18 years (for supplementary cardholders).
Incomplete information/documents.
Debt burden ratio exceeds the permitted ratio of the applicant's net income.
The applicant is on the CBE's Negative List or is not eligible for NBE credit cards for other credit reasons.
Reasons stated by the Credit Card Assessment Department.",TRUE
How can I know my card credit limit?,ANS.FAQs.credit.cards.ret.know.card.limit,FAQ: How can I know my card credit limit?,,"Once you receive your credit card, you can know your credit limit by asking any customer service representative (CSR) at any NBE branch, contacting our call center or through your Al Ahly Net/NBE Mobile.",TRUE
كيف اعرف الحد الائتماني الخاص ببطاقتي ؟,ANS.FAQs.credit.cards.ret.know.card.limit,FAQ: How can I know my card credit limit?,,"Once you receive your credit card, you can know your credit limit by asking any customer service representative (CSR) at any NBE branch, contacting our call center or through your Al Ahly Net/NBE Mobile.",TRUE
Can I get a supplementary credit card? How can I determine its credit limit?,ANS.FAQs.credit.cards.ret.supplementari.card.determin.it.limit,FAQ: Can I get a supplementary credit card? How can I determine its credit limit?,,"Yes, any customer can get more than one supplementary credit card with the credit limit s/he specifies, provided that the total credit limit of both the primary and supplementary credit cards does not exceed the total credit limit extended to the customer. Credit limits of supplementary cards range from EGP 1,000 up to the total value of the primary card credit limit. The Bank reserves the right to accept or reject any such request.",TRUE
هل يمكنني الحصول على بطاقة ائتمانية اضافية؟ و كيف احدد الحد الائتماني الخاص بها ؟,ANS.FAQs.credit.cards.ret.supplementari.card.determin.it.limit,FAQ: Can I get a supplementary credit card? How can I determine its credit limit?,,"Yes, any customer can get more than one supplementary credit card with the credit limit s/he specifies, provided that the total credit limit of both the primary and supplementary credit cards does not exceed the total credit limit extended to the customer. Credit limits of supplementary cards range from EGP 1,000 up to the total value of the primary card credit limit. The Bank reserves the right to accept or reject any such request.",TRUE
When is the card deactivated?,ANS.FAQs.credit.cards.ret.when.card.deactiv,FAQ: When is the card deactivated?,,When the customer fails to make the required minimum payment for two consecutive months. The card shall be reactivated within 24 working hours after the total minimum payment is made by the customer.,TRUE
متى يتم ايقاف استخدام البطاقة ؟,ANS.FAQs.credit.cards.ret.when.card.deactiv,FAQ: When is the card deactivated?,,When the customer fails to make the required minimum payment for two consecutive months. The card shall be reactivated within 24 working hours after the total minimum payment is made by the customer.,TRUE
How do I report my credit card in case the card is lost/damaged?,ANS.FAQs.credit.cards.ret.report.card.case.lost.damag,FAQ: How do I report my credit card in case the card is lost/damaged?,,"Contact our call center at 19623 or 0020219623 to report your credit card loss/damage. Accordingly, the card is promptly suspended and a replacement card can be requested through the call center or by submitting a credit card replacement application at any of NBE's branches or through logging into Al Ahly Net/NBE Mobile to stop the lost or damaged card and request a replacement card.",TRUE
في حالة فقدان او تلف البطاقة الائتمانية ما هي الاجراءات التي يجب على العميل اتباعها ؟,ANS.FAQs.credit.cards.ret.report.card.case.lost.damag,FAQ: How do I report my credit card in case the card is lost/damaged?,,"Contact our call center at 19623 or 0020219623 to report your credit card loss/damage. Accordingly, the card is promptly suspended and a replacement card can be requested through the call center or by submitting a credit card replacement application at any of NBE's branches or through logging into Al Ahly Net/NBE Mobile to stop the lost or damaged card and request a replacement card.",TRUE
How can I know the card renewal date?,ANS.FAQs.credit.cards.ret.know.card.renew.date,FAQ: How can I know the card renewal date?,,"The expiry date is shown on the front side of the credit card. Cards are renewed automatically in case of regular payment, unless renewal is rejected for other reasons.",TRUE
كيفية معرفة موعد تجديد البطاقة ؟,ANS.FAQs.credit.cards.ret.know.card.renew.date,FAQ: How can I know the card renewal date?,,"The expiry date is shown on the front side of the credit card. Cards are renewed automatically in case of regular payment, unless renewal is rejected for other reasons.",TRUE
What should I do in case I forget the PIN code?,ANS.FAQs.credit.cards.ret.case.forget.pin.code,FAQ: What should I do in case I forget the PIN code?,,"In case you forget the credit card PIN code, log into NBE Mobile/Al Ahly Net, contact our call center at 19623 or 0020219623, or visit the nearest NBE branch to request PIN code reset free of charge and create a new PIN code through the ATM.",TRUE
ما الاجراءات التي يجب على العميل اتباعها في حالة نسيان الرقم السرى ؟,ANS.FAQs.credit.cards.ret.case.forget.pin.code,FAQ: What should I do in case I forget the PIN code?,,"In case you forget the credit card PIN code, log into NBE Mobile/Al Ahly Net, contact our call center at 19623 or 0020219623, or visit the nearest NBE branch to request PIN code reset free of charge and create a new PIN code through the ATM.",TRUE
What is the grace period for credit cards? How is debit interest calculated?,ANS.FAQs.credit.cards.ret.grace.period.debit.interest.calcul,FAQ: What is the grace period for credit cards? How is debit interest calculated?,,"The grace period is 25 days following the issuance date of the credit card statement for (MasterCard Standard - Visa Classic - MasterCard Egyptair - Visa Gold - MasterCard Titanium) cards and 27 days following the issuance date of the credit card statement for (MasterCard Manchester United - Visa Platinum - MasterCard Platinum) cards. No debit interest is charged on purchases if the debit balance is paid in full during the grace period. If the monthly minimum payment is made (for purchases), interest shall accrue as of the issuance date of the credit card statement till partial payment. Interest is then charged on the remaining amount of the outstanding balance till the end of the month.",TRUE
ما هي فترة السماح للبطاقة الائتمانية ؟ وكيف يتم احتساب العوائد المدينة ؟,ANS.FAQs.credit.cards.ret.grace.period.debit.interest.calcul,FAQ: What is the grace period for credit cards? How is debit interest calculated?,,"The grace period is 25 days following the issuance date of the credit card statement for (MasterCard Standard - Visa Classic - MasterCard Egyptair - Visa Gold - MasterCard Titanium) cards and 27 days following the issuance date of the credit card statement for (MasterCard Manchester United - Visa Platinum - MasterCard Platinum) cards. No debit interest is charged on purchases if the debit balance is paid in full during the grace period. If the monthly minimum payment is made (for purchases), interest shall accrue as of the issuance date of the credit card statement till partial payment. Interest is then charged on the remaining amount of the outstanding balance till the end of the month.",TRUE
How can I subscribe to the credit card e-statement service?,ANS.FAQs.credit.cards.ret.subscrib.card.e.statement,FAQ: How can I subscribe to the credit card e-statement service?,,"Go to the ""Self-Services"" page on NBE's official website or subscribe through this link:                                                                                                       https://www.nbe.com.eg/NBE/E/#/AR/ProductDetails?inParams=%7B%22CategoryID%22%3A%22selfservices%22%2C%22ProductID%22%3A%22%D8%A7%D9%84%D8%A7%D8%B4%D8%AA%D8%B1%D8%A7%D9%83%20%D9%81%D9%8A%20%D8%AE%D8%AF%D9%85%D8%A9%20%D8%A7%D9%84%D9%83%D8%B4%D9%81%20%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%20%D9%84%D9%84%D8%AD%D8%B3%D8%A7%D8%A8%D8%A7%D8%AA%20%D9%88%20%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D9%82%D8%A7%D8%AA_18712%22%7D",TRUE
كيف يمكنني الاشتراك في خدمه الكشف الإلكتروني للبطاقات ؟,ANS.FAQs.credit.cards.ret.subscrib.card.e.statement,FAQ: How can I subscribe to the credit card e-statement service?,,"Go to the ""Self-Services"" page on NBE's official website or subscribe through this link:                                                                                                       https://www.nbe.com.eg/NBE/E/#/AR/ProductDetails?inParams=%7B%22CategoryID%22%3A%22selfservices%22%2C%22ProductID%22%3A%22%D8%A7%D9%84%D8%A7%D8%B4%D8%AA%D8%B1%D8%A7%D9%83%20%D9%81%D9%8A%20%D8%AE%D8%AF%D9%85%D8%A9%20%D8%A7%D9%84%D9%83%D8%B4%D9%81%20%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%20%D9%84%D9%84%D8%AD%D8%B3%D8%A7%D8%A8%D8%A7%D8%AA%20%D9%88%20%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D9%82%D8%A7%D8%AA_18712%22%7D",TRUE
How can I make my credit card payments?,ANS.FAQs.credit.cards.ret.card.payment,FAQ: How can I make my credit card payments?,,"Al Ahly Net service.
Set up standing instructions to debit the minimum payment or total amount of outstanding balance to your accounts.
Payment through ATMs by obtaining NBE's debit card for current or savings accounts and linking it to your credit card.
Direct payment of credit card through deposit-enabled ATMs nationwide.
Payment through Fawry outlets nationwide.
Payment through NBE's branches nationwide.",TRUE
ما هي الوسائل الممكنة لسداد رصيد بطاقات الائتمان ؟,ANS.FAQs.credit.cards.ret.card.payment,FAQ: How can I make my credit card payments?,,"Al Ahly Net service.
Set up standing instructions to debit the minimum payment or total amount of outstanding balance to your accounts.
Payment through ATMs by obtaining NBE's debit card for current or savings accounts and linking it to your credit card.
Direct payment of credit card through deposit-enabled ATMs nationwide.
Payment through Fawry outlets nationwide.
Payment through NBE's branches nationwide.",TRUE
What is a credit card PIN code? Why is it important?,ANS.FAQs.credit.cards.ret.card.pin.code.why.import,FAQ: What is a credit card PIN code? Why is it important?,,"The PIN code is created/changed through NBE's ATMs and it is required to be entered in case of purchases or cash withdrawals to guarantee the protection and confidentiality of the credit cardholder. For further information on creating/changing the credit card PIN code, click here    
https://www.nbe.com.eg/AssetsManager/549db67c-81fa-4f94-9e82-83b22ed039b6.pdf",TRUE
ما هو الرقم السرى الخاص بالبطاقة الائتمانية ؟ و ما هي اهميته ؟,ANS.FAQs.credit.cards.ret.card.pin.code.why.import,FAQ: What is a credit card PIN code? Why is it important?,,"The PIN code is created/changed through NBE's ATMs and it is required to be entered in case of purchases or cash withdrawals to guarantee the protection and confidentiality of the credit cardholder. For further information on creating/changing the credit card PIN code, click here    
https://www.nbe.com.eg/AssetsManager/549db67c-81fa-4f94-9e82-83b22ed039b6.pdf",TRUE
Who is eligible for prepaid cards?,ANS.FAQs.prepaid.cards.elig,FAQ: Who is eligible for prepaid cards?,,Applicants starting from 16 years old are eligible for credit cards.,TRUE
لمن تصدر بطاقة المدفوعة مقدما ؟,ANS.FAQs.prepaid.cards.elig,FAQ: Who is eligible for prepaid cards?,,Applicants starting from 16 years old are eligible for credit cards.,TRUE
How can I get a prepaid card?,ANS.FAQs.prepaid.cards.card,FAQ: How can I get a prepaid card?,,Please visit the nearest branch and receive the card immediately.,TRUE
كيف يمكن الحصول على بطاقة المدفوعة مقدما ؟,ANS.FAQs.prepaid.cards.card,FAQ: How can I get a prepaid card?,,Please visit the nearest branch and receive the card immediately.,TRUE
What are the documents required for the issuance of the card?  ,ANS.FAQs.prepaid.cards.document.req.issuanc.card,FAQ: What are the documents required for the issuance of the card?  ,,You have to complete the prepaid card application and present your National ID card or passport indicating your National ID No.,TRUE
ما هي المستندات المطلوبة لاصدار البطاقة ؟ ,ANS.FAQs.prepaid.cards.document.req.issuanc.card,FAQ: What are the documents required for the issuance of the card?  ,,You have to complete the prepaid card application and present your National ID card or passport indicating your National ID No.,TRUE
Can the card be used for online shopping?,ANS.FAQs.prepaid.cards.card.us.onlin.shop,FAQ: Can the card be used for online shopping?,,"The (Visa/MasterCard) cards can be used online locally and internationally; however, Meeza cards can only be used locally.",TRUE
هل يمكن استخدم البطاقة في الشراء اونلاين ؟,ANS.FAQs.prepaid.cards.card.us.onlin.shop,FAQ: Can the card be used for online shopping?,,"The (Visa/MasterCard) cards can be used online locally and internationally; however, Meeza cards can only be used locally.",TRUE
Can the card be used for purchases?,ANS.FAQs.prepaid.cards.card.us.purchas,FAQ: Can the card be used for purchases?,,"Yes, the card can be used to make purchases at merchants, and especially for government payments. ",TRUE
هل يمكن استخدام البطاقة في المشتريات ؟ ,ANS.FAQs.prepaid.cards.card.us.purchas,FAQ: Can the card be used for purchases?,,"Yes, the card can be used to make purchases at merchants, and especially for government payments. ",TRUE
How much is the card issuance fee? ,ANS.FAQs.prepaid.cards.card.issuanc.fee,FAQ: How much is the card issuance fee? ,,"""(Visa/MasterCard) card issuance fee is EGP 30 (free of charge till 30 June 2022)
Meeza card issuance fee is EGP 15 (free of charge till 30 June 2022)"".",TRUE
ما هي مصاريف اصدار البطاقة ؟ ,ANS.FAQs.prepaid.cards.card.issuanc.fee,FAQ: How much is the card issuance fee? ,,"""(Visa/MasterCard) card issuance fee is EGP 30 (free of charge till 30 June 2022)
Meeza card issuance fee is EGP 15 (free of charge till 30 June 2022)"".",TRUE
How much is the card renewal fee?,ANS.FAQs.prepaid.cards.card.renew.fee,FAQ: How much is the card renewal fee?,,"""Visa/MasterCard card renewal fee is EGP 15 p.a.
Meeza card renewal fee is EGP 10"".",TRUE
ما هي مصاريف تجديد البطاقة ؟ ,ANS.FAQs.prepaid.cards.card.renew.fee,FAQ: How much is the card renewal fee?,,"""Visa/MasterCard card renewal fee is EGP 15 p.a.
Meeza card renewal fee is EGP 10"".",TRUE
Can foreign remittances be received on the card? ,ANS.FAQs.prepaid.cards.foreign.remitt.receiv.card,FAQ: Can foreign remittances be received on the card? ,,"Yes, foreign remittances can be received on prepaid cards.",TRUE
هل يمكن استقبال حوالات خارجية على البطاقة ؟ ,ANS.FAQs.prepaid.cards.foreign.remitt.receiv.card,FAQ: Can foreign remittances be received on the card? ,,"Yes, foreign remittances can be received on prepaid cards.",TRUE
What is the card maximum daily withdrawal limit?,ANS.FAQs.prepaid.cards.card.max.daili.withdraw.limit,FAQ: What is the card maximum daily withdrawal limit?,,"The maximum daily cash withdrawal limit is EGP 20,000.",TRUE
ما هو الحد الأقصى اليومى للسحب من البطاقة ؟ ,ANS.FAQs.prepaid.cards.card.max.daili.withdraw.limit,FAQ: What is the card maximum daily withdrawal limit?,,"The maximum daily cash withdrawal limit is EGP 20,000.",TRUE
How much is the cash withdrawal fee from NBE's ATMs?,ANS.FAQs.prepaid.cards.cash.withdraw.fee.atm,FAQ: How much is the cash withdrawal fee from NBE's ATMs?,,"""EGP 2 per transaction for (Visa/MasterCard) cards (free of charge till 30 June 2022)
Free of charge: for Meeza prepaid cards"".",TRUE
ما هو رسم السحب النقدي من ماكينات مصرفنا ؟ ,ANS.FAQs.prepaid.cards.cash.withdraw.fee.atm,FAQ: How much is the cash withdrawal fee from NBE's ATMs?,,"""EGP 2 per transaction for (Visa/MasterCard) cards (free of charge till 30 June 2022)
Free of charge: for Meeza prepaid cards"".",TRUE
How much is the cash withdrawal fee from ATMs of other local banks?,ANS.FAQs.prepaid.cards.cash.withdraw.fee.atm.local.bank,FAQ: How much is the cash withdrawal fee from ATMs of other local banks?,,EGP 5 per transaction (free of charge till 30 June 2022).,TRUE
ما هو رسم السحب النقدي من ماكينات البنوك المحلية ؟ ,ANS.FAQs.prepaid.cards.cash.withdraw.fee.atm.local.bank,FAQ: How much is the cash withdrawal fee from ATMs of other local banks?,,EGP 5 per transaction (free of charge till 30 June 2022).,TRUE
How long is the card validity period?,ANS.FAQs.prepaid.cards.long.card.valid.period,FAQ: How long is the card validity period?,,5 years.,TRUE
ما هي مدة صلاحية البطاقة ؟,ANS.FAQs.prepaid.cards.long.card.valid.period,FAQ: How long is the card validity period?,,5 years.,TRUE
Is an SMS notification sent when the prepaid card is used? ,ANS.FAQs.prepaid.cards.sm.notif.sent.when.card.us,FAQ: Is an SMS notification sent when the prepaid card is used? ,,An SMS notification is sent when the card is used in cash withdrawal or purchases or when a foreign remittance is received.,TRUE
هل يتم ارسال رسالة نصية عند استخدام بطاقه المقدفوعة مقدما؟ ,ANS.FAQs.prepaid.cards.sm.notif.sent.when.card.us,FAQ: Is an SMS notification sent when the prepaid card is used? ,,An SMS notification is sent when the card is used in cash withdrawal or purchases or when a foreign remittance is received.,TRUE
Can a prepaid card be issued for foreigners?,ANS.FAQs.prepaid.cards.card.issu.foreign,FAQ: Can a prepaid card be issued for foreigners?,,"Yes, a Meeza prepaid card can be issued for foreigners but it may only be used locally, ",TRUE
هل يمكن اصدار بطاقة مدفوعة مقدما للأجانب ؟ ,ANS.FAQs.prepaid.cards.card.issu.foreign,FAQ: Can a prepaid card be issued for foreigners?,,"Yes, a Meeza prepaid card can be issued for foreigners but it may only be used locally, ",TRUE
What is a debit card?,ANS.FAQs.debit.cards.card,FAQ: What is a debit card?,,It is an e-payment card issued for NBE's customers holding current/savings accounts in the local currency.,TRUE
ما هي بطاقات الخصم المباشر ,ANS.FAQs.debit.cards.card,FAQ: What is a debit card?,,It is an e-payment card issued for NBE's customers holding current/savings accounts in the local currency.,TRUE
What are the types of debit cards issued for retail customers?,ANS.FAQs.debit.cards.type.issu.ret.custom,FAQ: What are the types of debit cards issued for retail customers?,,"Debit cards are classified into several tiers: (Meeza, Classic, Gold, Platinum, World, World Elite).",TRUE
ما هي أنواع بطاقات الخصم المباشرالتى تصدر للعملاء الافراد,ANS.FAQs.debit.cards.type.issu.ret.custom,FAQ: What are the types of debit cards issued for retail customers?,,"Debit cards are classified into several tiers: (Meeza, Classic, Gold, Platinum, World, World Elite).",TRUE
How can I apply for a debit card?,ANS.FAQs.debit.cards.appli.card,FAQ: How can I apply for a debit card?,,A debit card is automatically issued when a customer opens an account with NBE for the first time.,TRUE
كيف يمكننى استخراج بطاقه الخصم المباشر؟  ,ANS.FAQs.debit.cards.appli.card,FAQ: How can I apply for a debit card?,,A debit card is automatically issued when a customer opens an account with NBE for the first time.,TRUE
How can I collect the card after its issuance?,ANS.FAQs.debit.cards.collect.card.it.issuanc,FAQ: How can I collect the card after its issuance?,,Debit cards are sent to the customer's correspondence address registered in the system.,TRUE
ماهى طرق استلام البطاقة بعد اصدارها ؟,ANS.FAQs.debit.cards.collect.card.it.issuanc,FAQ: How can I collect the card after its issuance?,,Debit cards are sent to the customer's correspondence address registered in the system.,TRUE
How can I activate the card?,ANS.FAQs.debit.cards.activ.card,FAQ: How can I activate the card?,,Debit cards are activated through NBE's ATMs.,TRUE
كيف يمكننى تفعيل البطاقه ؟,ANS.FAQs.debit.cards.activ.card,FAQ: How can I activate the card?,,Debit cards are activated through NBE's ATMs.,TRUE
Can a supplementary card be issued?,ANS.FAQs.debit.cards.supplementari.card.issu,FAQ: Can a supplementary card be issued?,,"Yes, a supplementary card can be issued.",TRUE
هل يمكن استخراج بطاقه إضافية ؟ ,ANS.FAQs.debit.cards.supplementari.card.issu,FAQ: Can a supplementary card be issued?,,"Yes, a supplementary card can be issued.",TRUE
Can more than one account be linked to the card?,ANS.FAQs.debit.cards.on.acc.link.card,FAQ: Can more than one account be linked to the card?,,More than one of the customer's current/savings accounts can be linked to the debit card.,TRUE
هل يمكن ربط اكثر من حساب للبطاقه ؟,ANS.FAQs.debit.cards.on.acc.link.card,FAQ: Can more than one account be linked to the card?,,More than one of the customer's current/savings accounts can be linked to the debit card.,TRUE
Can transfers be made between accounts through the debit card?,ANS.FAQs.debit.cards.transfer.made.acc.card,FAQ: Can transfers be made between accounts through the debit card?,,Transfers can be made between accounts linked to the debit card through the ATM.,TRUE
هل يمكن التحويل بين الحسابات من خلال بطاقه الخصم ؟,ANS.FAQs.debit.cards.transfer.made.acc.card,FAQ: Can transfers be made between accounts through the debit card?,,Transfers can be made between accounts linked to the debit card through the ATM.,TRUE
Can the card be used for online shopping?,ANS.FAQs.debit.cards.card.us.onlin.shop,FAQ: Can the card be used for online shopping?,,"Yes, the card can be used for online shopping inside or outside Egypt. ",TRUE
هل يمكن استخدم البطاقة في الشراء اونلاين ؟,ANS.FAQs.debit.cards.card.us.onlin.shop,FAQ: Can the card be used for online shopping?,,"Yes, the card can be used for online shopping inside or outside Egypt. ",TRUE
What is the contactless feature?,ANS.FAQs.debit.cards.contactless.featur,FAQ: What is the contactless feature?,,The contactless feature enables you to enjoy a convenient and safe shopping experience by tapping the card only. The maximum limit per transaction without entering the PIN code is EGP 600 or its equivalent in foreign currencies (subject to modification as per the Central Bank of Egypt’s instructions).,TRUE
ما هي الخاصية اللاتلامسية Contactless,ANS.FAQs.debit.cards.contactless.featur,FAQ: What is the contactless feature?,,The contactless feature enables you to enjoy a convenient and safe shopping experience by tapping the card only. The maximum limit per transaction without entering the PIN code is EGP 600 or its equivalent in foreign currencies (subject to modification as per the Central Bank of Egypt’s instructions).,TRUE
Can credit card payments be made through debit cards? ,ANS.FAQs.debit.cards.credit.card.payment.made,FAQ: Can credit card payments be made through debit cards? ,,Payments of only the customer's credit cards linked to the his/her debit card can be made.,TRUE
هل يمكن تسديد بطاقه الائتمان عن طريق بطاقه الخصم المباشر ؟ ,ANS.FAQs.debit.cards.credit.card.payment.made,FAQ: Can credit card payments be made through debit cards? ,,Payments of only the customer's credit cards linked to the his/her debit card can be made.,TRUE
